id,chords,release_date,genres,decade,rock_genre,artist_id,main_genre,spotify_song_id,spotify_artist_id
576,<intro_1> A <verse_1> D A E D A D E D A <verse_2> D E D A D E D <chorus_1> A D E D A Fsmin E D E D A <verse_3> D E D A D E D A <chorus_2> D E D A Fsmin E D E D A D A D A <bridge_1> D E D A D E D <chorus_3> A D E D A Fsmin E D E D A D E D A Fsmin E D E D <outro_1> A,2023-05-18,'contemporary country' 'country' 'country road' 'modern country rock',2020.0,modern country rock,artist_93,country,1ssrtT9gCinaqFZARAgEMz,6pBNfggcZZDCmb0p92OnGn
577,<intro_1> C G Eb Gmin C D G C D G C D C G <verse_1> Gmin F G F G Bb F G Gmin C Gmin Bb F G Bb Ab G Bb F <chorus_1> Amin D Amin D Amin C G Gmin C Gmin Gmin7 Csus4 C G Gmin C Gmin C7 G Gmin7 Bb Gmin Bb Cmin Gmin7 <verse_2> G Ab F <chorus_1> Amin D Amin D Amin C G Gmin C Gmin C G C G Gmin C G F G <bridge_1> F G Bb G Ab C F G Eb Bb G F C F <chorus_2> Amin D Amin C G Gmin Csus4 Gmin C Gmin C Gmin7 Csus4 Bb Gmin C G7 C Bb G Gmin7 Gmin C Bb Gmin7 Csus4 Gmin Gmin7 G F G F Gmin7,1999-12-14,,1990.0,,artist_144,,61Ee4xWxFRPduzF0LgBWFB,5mkI3ZZVNkFFVv5Yo51YeY
578,<intro_1> Gsmin Fsmin F Bbmin <verse_1> Fmin Fs Cmin Dsmin F Dsmin Gs Bbmin Gs Fsmaj7 Cmin F Bbmin <verse_2> Fmin Fs Cmin Dsmin F Dsmin Gs Bbmin Gs Fsmaj7 Cmin F Bbmin <chorus_1> Bb Dsmin Gs Cs Fs F F7 Bbmin Bb Dsmin Gs Csmaj7 Fsmaj7 Cmin F Bbmin Fmin Fs F <verse_3> Bbmin Gs Fs Cmin Dsmin F Dsmin Gs Bbmin Gs Fsmaj7 Cmin Fs F Bbmin <chorus_2> Bb Dsmin Gs Cs Fs F F7 Bbmin Bb Dsmin Gs Csmaj7 Fsmaj7 Cmin F Bbmin Bb <bridge_1> Dsmin Fmin Bbmin Bmaj7 F7 Bbmin Fsmaj7 <instrumental_1> Fmin Bbmin Dsmin F Bbmin Bb Dsmin Gs Cs Fs Fsus4 F Bbmin <chorus_3> Bb Dsmin Gs Cs Fs F F7 Bbmin Bb Dsmin Gs Csmaj7 Fs Cmin F Fsmaj7 Fs F Bbmin F Fs,2014-11-01,'christelijk',2010.0,,artist_372,,4y20MC6ocOiHApPMcJ5Agq,3PbSZAldhOQ3SQzKMgUDKE
579,<verse_1> Emin A Emin Bmin Emin Amin C Bmin B Emin A E Bmin B Emin Amin C B Emin Amin A Emin Bmin Emin Amin C B7 Emin A Emin Bmin Emin Amin C B7 Emin A Emin B Emin Amin C B Emin A Emin B Emin Amin C B7 Emin Amin A Emin Bmin Emin Amin C B7 Emin A Emin Bmin Emin Amin C B7 Emin A Emin B Emin Amin C B Emin A Emin Bmin B Emin Amin C B7 Emin Amin A Emin Bmin Emin Amin C B7 Emin A Emin Bmin Emin Amin C B7 Emin A Emin Bmin Emin Amin C Bmin Emin A Emin Bmin B Emin Amin A Emin Bmin Emin Amin C B7 Emin A Emin Bmin Emin Amin C B7 Emin,2021-08-25,,2020.0,,artist_373,,0gnm6S5ZJ4VQ9NbmC8HZVM,7oOdY4sA6DYtHSdGYnTlFl
580,<intro_1> E <verse_1> A B E <chorus_1> Csmin A E Csmin A D E D E D C D E <verse_2> A B E <chorus_2> Csmin A E Csmin A D E D E D C D E <interlude_2> Cs D E Cs G Bmin Emin C Emin C Emin C Emin C Emin C Emin C Emin C Emin C Emin C Emin C,1988-11-20,'argentine rock' 'latin alternative' 'latin pop' 'latin rock' 'mexican pop' 'rock en espanol' 'ska argentino',1980.0,latin rock,artist_305,pop rock,3ksGCNSE0jPcGPA1hTH9Ij,4TK1gDgb7QKoPFlzRrBRgR
581,<intro_1> F C <verse_1> F C F C G C F C F C G <chorus_1> C F G C C7 F G C G F C <verse_2> F C F C G C F C F C G Amin G <chorus_2> C F G C C7 F G C G F C F G C C7 F G C G C F G C C7 F G C G F C,2023-02-10,'modern country pop',2020.0,,artist_5,pop,4chRIgxhQTCpVkSY0a7nDX,4GGfAshSkqoxpZdoaHm7ky
582,<intro_1> E Gsmin Fsmin B E Gsmin Fsmin B E Gsmin Fsmin B E Gsmin Fsmin B <verse_1> E Gsmin Fsmin B E Gsmin Fsmin B E Gsmin Fsmin B E Gsmin Fsmin B <chorus_1> A B/A Gsmin Csmin A B Csmin Fsmin <interlude_1> E Gsmin Fsmin B E Gsmin Fsmin B E Gsmin Fsmin B E Gsmin Fsmin B <verse_2> E Gsmin Fsmin B E Gsmin Fsmin B E Gsmin Fsmin B E Gsmin Fsmin B <interlude_2> E Csmin A Fsmin B E Csmin A Fsmin B <chorus_2> A B/A Gsmin Csmin A B Csmin Fsmin <outro_1> E Gsmin Fsmin B E Gsmin Fsmin B E Gsmin Fsmin B E Gsmin Fsmin B E,2020-07-13,'bedroom pop' 'bergen indie' 'norwegian indie' 'pov: indie',2010.0,,artist_374,alternative,5BgaT5YCMQcYHjTSDdWXar,7wbkl3zgDZEoZer357mVIw
583,<intro_1> D A G D A G <verse_1> D A G D A G D A G D A G <chorus_1> D A G D A G D A G D A G D A G <verse_2> D A G D A G D A G D A D <chorus_2> A G D A G D A G D A G D A G D A G <interlude_1> A G A Emin D Emin <bridge_1> D A G D A G <chorus_3> D A G D A G D A G D A G D A G D A G D A G <outro_1> D A G,2023-05-18,'contemporary country' 'country' 'country road' 'modern country rock',2020.0,modern country rock,artist_93,country,6YZmoddoYP2dyyN8vTEua1,6pBNfggcZZDCmb0p92OnGn
584,<intro_1> D E D E D E D E <verse_1> D E D E D E D E G <chorus_1> Bmin G Bmin <verse_2> D E D E D E D E G <chorus_2> Bmin G Bmin G Bmin G Bmin <bridge_1> G Bmin G Bmin G Bmin G <interlude_1> Dmin Amin Dmin Amin Dmin Amin Dmin <verse_3> D E D E D E D E G <chorus_3> Bmin G Bmin <bridge_2> G Bmin G Bmin G Bmin G <outro_1> Dmin Amin Dmin Amin Dmin Amin Dmin Amin D E D,2009-05-18,'nu metal' 'rap rock',2000.0,rap rock,artist_375,metal,17tIwr1xQm4SB6cRDylO2O,3ZQEU2arcWXSv3oz8hwWBK
585,<verse_1> Db Ab Bbmin Gb Db Ab Bbmin Gb Ebmin Bbmin Ab Bbmin Gb Db Ab <chorus_1> Bbmin Gb Db Ab Bbmin Gb Db Ab Db <verse_2> Ab Bbmin Gb Db Ab Bbmin Gb Ebminadd13 Bbmin Ab <chorus_2> Bbmin Gb Db Ab Bbmin Gb Db Ab Db <bridge_1> Ab Bbmin Ab <chorus_3> Bbmin Gb Db Ab Bbmin Gb Db Ab Db,2020-09-24,,2010.0,,artist_376,,5v80AKgxhOPEzKAnZTCszz,0X9dw83QR5kirBVlMffpKW
586,<intro_1> Gmin Eb Gmin Eb Gmin Eb Gmin Eb Bb Gmin Bb Gmin Eb Cmin Bb Gmin Eb Cmin Bb Gmin <intro_2> Eb Gmin Cmin F Dmin Gmin Cmin F Dmin Gmin Cmin F Dmin Gmin Cmin F Dmin Gmin Cmin F Dmin Gmin Cmin F Dmin Gmin Cmin F Dmin Gmin Cmin F Dmin Eb F Bb Eb F Bb Eb F Bb Eb F Bb Gmin Eb Gmin Eb Gmin Eb Gmin Eb Bb Gmin Bb Gmin Eb Cmin Bb Gmin Eb Cmin Bb Gmin Eb,2022-07-29,'pixie' 'sacramento indie' 'screamo' 'swancore',2020.0,,artist_377,alternative,2LVeQgGd1tn1zn890howZ7,6guC9FqvlVboSKTI77NG2k
587,<intro_1> A D/B A D/B A D/B A D/B <verse_1> A E/Gs D A E/Gs D A E/Gs D A E/Gs D <interlude_1> A D/B A D/B A D/B A D/B <verse_2> A E/Gs D A E/Gs D A E/Gs D A E/Gs D <chorus_1> Bmin Csmin G Bmin Csmin D <interlude_2> A D/B A D/B A D/B A D/B <verse_3> A E/Gs D A E/Gs D A E/Gs D A E/Gs D <chorus_2> Bmin Csmin G Bmin Csmin D <solo_1> A D/B A D/B A D/B A D/B A D/B A D/B A D/B A D/B,1994-08-23,'alternative rock' 'lo-fi' 'noise pop' 'noise rock' 'permanent wave' 'power pop',1990.0,noise rock,artist_378,pop rock,7Hfldj7PL4dVD5ibetcAru,267VY6GX5LyU5c9M85ECZQ
588,<verse_1> E B A E <verse_2> B A Fsmin B E <verse_3> B A E B A E <verse_4> B A E Fsmin B B7 <verse_5> A E B A B <outro_1> E,2023-02-10,'indie electropop',2020.0,,artist_379,pop,1kMcomt1jrAqPYxKFxaIQq,79z2QxbhjUYyMqCOfvta7P
589,<intro_1> Amin <verse_2> E Amin E Amin E Amin F E <verse_3> Amin <verse_4> E Amin E Amin E Amin E Amin F E <verse_5> E7 A E Amin E A Amin A E A Amin A E A Amin E <outro_1> Amin A,2005,'acoustic pop' 'ectofolk' 'lilith' 'neo mellow',2000.0,,artist_380,pop,4E6r66WitSIVZTV8Pz01Ef,4LoM3lMauQ540MW9QiyIcR
590,<intro_1> E A E B E <verse_1> A E B E A E B E <chorus_1> A E B E A E B E <verse_2> A E B E A E B E <chorus_2> A E B E A E B E <solo_1> A E B E <verse_3> A E B E A E B E <chorus_3> A E B E A E B E B E,1987-04-15,'bakersfield sound' 'country' 'country rock',1980.0,country rock,artist_381,country,6bjtyFZfSLMkciToU2054g,2sxmKe3CUrWnx7eoXMhOlW
591,<intro_1> Eb Bb F Gmin <verse_1> Dmin F C Gmin Dmin F C Gmin Dmin F C Gmin Dmin F C Eb Gmin Bb Cmin F <chorus_1> Eb Bb F Gmin Eb Bb F Gmin Eb Bb F Gmin Eb Bb F Gmin Eb F Bb Gmin Eb Bb F Gmin <verse_2> Dmin F C Gmin Dmin F C Eb Gmin Bb Cmin F <chorus_2> Eb Bb F Gmin Eb Bb F Gmin Eb Bb F Gmin Eb Bb F Gmin Eb F Bb Gmin Eb Bb F Gmin <bridge_1> Eb Bb F Gmin Eb Bb F Gmin <chorus_3> Eb Bb F Gmin Eb Bb F Gmin Eb Bb F Gmin Eb Bb F Gmin Eb F Bb Gmin Eb Bb F Gmin,2023-01-05,'schlager',2020.0,,artist_382,,1Eu82HwOMF3PqY1aV1cVv2,0oaKcrNiPVdHc5MkhNJZCJ
592,<intro_1> A E Fsmin E A Fsmin <verse_1> A Fsmin7 A Fsmin7 Fsmin A Fsmin7 Fsmin A Fsmin7 Fsmin <chorus_1> E Esus4 B B7sus4 A E Esus4 B B7sus4 Fsmin A E Esus4 B B7sus4 A E B A E Fsmin A Fsmin <verse_2> A Fsmin A Fsmin7 <verse_3> A Fsmin7 Fsmin A Fsmin7 Fsmin <chorus_2> E Esus4 B B7sus4 A E Esus4 B B7sus4 Fsmin A E Esus4 B B7sus4 A E B A <verse_4> Fsmin7 A Fsmin7 Fsmin7 <verse_5> A Fsmin7 A Fsmin7 A,2020-01-10,,2010.0,,artist_383,,6fAomEmUgdo7rk5LegKpOy,7acXuLlCC6JdLSw1GiKHti
593,<intro_1> Dmin Amin Dmin Amin Dmin Amin Dmin F G A Dmin <verse_1> Amin Bb A Dmin F C E Amin Dmin C F A Bb F Bb C A E Amin Bb F Bb C Amin E Amin <interlude_1> Dmin A Dmin A Amin Dmin F G A <verse_2> Dmin F C Emin A Dmin F C Emin A D Bb F C Emin A Dmin F C Emin A Dmin <verse_3> Amin Gmin A Bb F Bb C Amin E A Dmin C E A Bb F C Amin E Amin Bb F Bb C Amin E A D G C G D Fsmin B E A <outro_1> Dmin Amin Gmin A Dmin A D A Dmin G A G,1975-11-30,'british folk' 'classic rock' 'folk' 'folk rock' 'mellow gold' 'singer-songwriter',1970.0,folk rock,artist_384,country,587EW9Ua3ACG2TjA7GXWdf,08F3Y3SctIlsOEmKd6dnH8
594,<intro_1> Emin <verse_1> Amin Bmin Emin Amin Bmin Emin Amin Bmin Emin Amin Bmin Amin Bmin Emin C Amin Bmin C <chorus_1> Emin C Amin Bmin Emin C Amin D Emin C Amin D Emin <verse_2> Amin Bmin Emin Amin Bmin Amin Bmin Emin C Amin Bmin C <chorus_2> Emin C Amin Bmin Emin C Amin D <chorus_3> Emin C Amin Bmin D Emin C Amin D Emin C Amin Bmin Emin C Amin D <bridge_1> Emin C Amin D Emin C Amin D7 <chorus_4> Emin C Amin Bmin Emin C Amin D <chorus_5> Emin C Amin Bmin D Emin C Amin D <outro_1> Emin C Amin Bmin Emin C Amin D Emin,2023-02-10,'belgian indie' 'belgian pop' 'kleinkunst',2020.0,,artist_385,alternative,7bnLk78rg6n7Z536iY4q0d,3kcwSBHk3lMgHMHuxjJLNZ
595,<verse_1> G Emin G Emin G Emin G Emin G Emin G Emin G Emin G Emin C <chorus_1> G Emin G/B C G Emin G/B C G Emin G/B C G Emin G/B C <verse_2> G Emin G Emin <interlude_1> G G/B C G G/B C G G/B C G G/B C G G/B C G G/B C <bridge_1> G G/B C G G/B C <chorus_2> G Emin G/B C G Emin G/B C G Emin G/B C G Emin G/B C G Emin G/B C Emin G/B C Emin G/B C <outro_1> G G/B Emin G G/B Emin G G/B Emin G G/B Emin G G/B Emin G G/B Emin G G/B Emin G G/B Emin G G/B Emin G G/B Emin G G/B Emin G G/B Emin,2019-08-30,'5th wave emo' 'bubblegrunge',2010.0,,artist_386,,2r4fsB5GzRmgvXk95oeIy2,4h3DxZa1JxZhSB1a64ziKx
596,<intro_1> Dmin F C Bb <verse_1> Dmin Dmin/C Bbmaj7 C Dmin Dmin/C Bbmaj7 A7 <chorus_1> Dmin F C Bb Dmin F C Bb Dmin F C Bb A7 Dmin F C Bb Dmin F C Bb Dmin F C Bb A7 <interlude_1> Dmin F C Bb <verse_2> Dmin Dmin/C Bbmaj7 C Dmin Dmin/C Bbmaj7 A7 <chorus_2> Dmin F C Bb Dmin F C Bb Dmin F C Bb A7 Dmin F C Bb Dmin F C Bb Dmin F C Bb A7 <interlude_2> Dmin F C Bb Dmin Bb Gmin7 A7 <bridge_1> Dmin C Bb Gmin7 A7 Dmin C Bb Gmin7 A7 Dmin C Bb Gmin7 A7 Dmin C Bb Gmin7 A7 <chorus_3> Dmin F C Bb Dmin F C Bb Dmin F C Bb A7,2023-03-15,,2020.0,,artist_387,,73LvCiAlWlLOz01yHsLeAq,4zJxyDyFjIlw04yJwVn4cA
597,<intro_1> Gmin F Bb Gmin F Eb <verse_1> Gmin F Bb Gmin F Eb Gmin F Eb Bb Gmin F Eb Gmin F Bb Gmin F Eb Gmin F Bb Gmin F Eb Ebmin <chorus_1> Bb Gmin Eb Ebmin Bb Gmin Eb Ebmin Eb Bb Eb Bb Eb Bb Eb Bb <verse_2> Gmin F Bb Gmin F Eb Gmin F Eb Bb Gmin F Eb Gmin F Bb Gmin F Eb Gmin F Eb Bb Gmin F Eb Ebmin <chorus_2> Bb Gmin Eb Ebmin Bb Gmin Eb Ebmin Eb Bb Eb Bb Eb Bb Eb Bb,2020-07-24,,2010.0,,artist_388,,4A961jK2bzls5vbsiN2dHX,1UU94JMdToojxI5Tpqw8Wa
598,<intro_1> Dmin7 F Dmin7 F <verse_1> Dmin7 F Dmin7 F Dmin7 G Dmin7 F Dmin7 F <chorus_1> Bb F Bb F Gmin7 Bb Dmin7 <interlude_1> F Dmin7 F <verse_2> Dmin7 C F Dmin7 C F Dmin7 F <chorus_2> Bb F Bb F Gmin7 Bb Dmin7 F Dmin7 C F <bridge_1> Dmin7 C Gmin7 Bb Dmin7 F Dmin7 C F <chorus_3> Bb F Bb F Gmin7 Bb Gmin7 Bb <outro_1> Dmin7 F Dmin7 F,2023-05-12,'contemporary country' 'modern country pop',2020.0,,artist_389,country,26YvZWW29FXHaSRQzajRYv,3win9vGIxFfBRag9S63wwf
599,C/E Cmaj7 G Bmin7 C/E Cmaj7 G Bmin7 Cmaj7 C/E G Bmin7 Cmaj7 C/E G Bmin7 Cmaj7 C/E G Bmin7 Cmaj7 C/E G Bmin7 Cmaj7 C/E G Bmin7 Cmaj7 C/E G Bmin7 Cmaj7 C/E G Bmin7 Cmaj7 C/E G Bmin7 Cmaj7 C/E G Bmin7 Cmaj7 C/E Bmin7 Cmaj7 C/E G Bmin7 Cmaj7 C/E G Bmin7 Cmaj7 C/E G Bmin7 Cmaj7 C/E G Bmin7 Cmaj7 C/E G Bmin7 Cmaj7 C/E G Bmin7,,,,,,,,
600,<intro_1> Gmin Bb C Csus4 C Csus2 C <verse_1> Gmin Bb C Csus4 C Csus2 C Gmin Bb C Csus4 C Csus2 C Gmin Bb C Csus4 C Csus2 C Gmin Bb C Csus4 C Csus2 C Gmin Bb C Csus4 C Csus2 C Gmin Bb C Csus4 C Csus2 C Gmin Bb C Csus4 C Csus2 C <chorus_1> Gmin Bb F C Gmin Bb F C Gmin Bb F C Gmin Bb F C <verse_2> Gmin Bb C Csus4 C Csus2 C Gmin Bb C Csus4 C Csus2 C Gmin Bb C Csus4 C Csus2 C Gmin Bb C <chorus_2> Gmin Bb F C Gmin Bb F C Gmin Bb F C Gmin Bb F C Gmin Bb C Csus4 C Csus2 C Gmin Bb C Csus4 C Csus2 C Gmin Bb C Csus4 <outro_1> Gmin Bb F C Gmin Bb F C Gmin Bb F C Gmin Bb F C Gmin Bb C Csus4 C Csus2 C Gmin Bb C Csus4 C Csus2 C,2020-08-07,'latinx alternative',2010.0,,artist_390,alternative,67656ymPySNK3Np2zpBV9D,26BPVK55HCqiBNb32TXfBf
601,<intro_1> D G D G D Emin7 A <verse_1> D Fsmin7 G D G Fsmin7 Emin7 A D Fsmin7 G D G Fsmin Emin7 A <chorus_1> D G D G D Emin A D G D G D Emin A D <interlude_1> G D G D Emin7 A <verse_2> D G D G D Emin7 A <chorus_2> D G D G D Emin A D G D G D Emin A Bmin G Bmin A <bridge_1> Bmin A G D Emin7 D G <chorus_3> D G D G D Emin A D G D G D Emin A G D Emin7 A D <outro_1> G D G D Emin A D,2023-02-10,'modern country pop',2020.0,,artist_391,pop,6uFwpvTdEe9yOodXsfuLJX,4qdsGbPO1JC8iXFo62qcNV
602,<intro_1> G <verse_1> C G D G <verse_2> C G D G <chorus_1> C G D G C G C D <verse_3> G D G <chorus_2> C G D G C G D G <outro_1> C G D G,2023-02-10,'contemporary country' 'country road' 'modern country rock',2020.0,modern country rock,artist_392,country,5nfueskTryDjBrdTsex5fr,4BANbHDs1IluagTx5eRW2P
603,<verse_1> Bmin A G Bmin A G Bmin A G Bmin A G Bmin <chorus_1> A G Bmin A G Bmin A G Bmin A G Emin Fsmin G Bmin A G Bmin <verse_2> A G Bmin A G <chorus_2> Bmin A G Bmin A G Bmin A G Bmin A G Emin Fsmin G Bmin A G <bridge_1> Emin Fs G Bmin A G <chorus_3> Bmin A Bmin A G Bmin A G Emin D G Emin Fs G Bmin A G,2023-02-06,'modern country pop',2020.0,,artist_393,pop,1Sz7AlQskzUlFOCg777Blx,2mAb9JDF63azaglqA7c9bb
604,<intro_1> A Csmin Bmin <verse_1> A Csmin Bmin A Csmin Bmin A Csmin Bmin <chorus_1> A Csmin Bmin E A Csmin Bmin E A Csmin Bmin E Bmin E A Csmin Bmin <verse_2> A Csmin Bmin A Csmin Bmin <chorus_2> A Csmin Bmin E A Csmin Bmin E A Csmin Bmin E Bmin E A Csmin Bmin <instrumental_1> A Csmin Bmin <bridge_1> A Csmin Bmin <chorus_3> A Csmin Bmin E A Csmin Bmin E A Csmin Bmin E Bmin E A Csmin Bmin A Csmin <outro_1> Bmin A,2023-05-05,'modern country pop',2020.0,,artist_394,pop,2ePiBvKtQOCBHq9uOlwiiU,5Ppie0uPnbnvGBYRwYmlt0
605,<intro_1> C D Emin G C D <verse_1> C D Emin C D G C D Emin D Cadd9 D C D Emin C D G C D Emin D Cadd9 D <chorus_1> Cadd9 G D Emin Cadd9 G D Emin Cadd9 G D Emin Cadd9 G D <verse_2> C D Emin C D G C D Emin D Cadd9 D C D Emin C D G C D Emin D Cadd9 D <chorus_2> Cadd9 G D Emin Cadd9 G D Emin Cadd9 G D Emin Cadd9 G D Cadd9 G D Emin <chorus_3> Cadd9 G D Emin Cadd9 G D Emin Cadd9 G D Emin Cadd9 G D Emin <outro_1> Cadd9 G D,2023-02-10,'contemporary country' 'country' 'country pop' 'modern country rock',2020.0,modern country rock,artist_395,country,5OqdP2X00J7oOfJ2YCMgzH,2kucQ9jQwuD8jWdtR9Ef38
606,<verse_1> C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d Cno3d <chorus_1> Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d <verse_2> C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d <chorus_2> C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d <outro_1> C D Emin G C D Emin G C D Emin G C D Emin G C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d C Bmin Eno3d Gno3d,2021-11-19,,2020.0,,artist_396,,3FHDvauPuAwRAq6BwFR2cY,3U58oqsrbpLo0EbARkZrBW
607,<intro_1> C Amin Emin G7 Emin <verse_1> C Amin Emin G7 Emin C Amin Emin G7 Emin C Amin Emin G7 Emin C Amin Emin G7 C Amin Amin7 Emin G G7 C Amin Amin7 Emin G7 Gadd13 <verse_2> C Amin Emin G7 Emin C Amin Emin G7 Emin C Amin Emin G7 Emin C Amin Emin G7 Emin C Amin Emin G7 Emin C Amin Emin G7 Emin Dmin F C Amin Amin7 Emin G G7 C Amin Amin7 Emin G7 Gadd13 Gadd9 G G7 Gadd13 G Gadd11 C Amin Emin G7 Emin <verse_3> C Amin Emin G7 Emin C Amin Emin G7 Emin C Amin Emin G7 Emin C Amin Emin G7 Emin C Amin Emin G7 Emin C Amin Emin G7 C Amin Amin7 Emin G G7 <outro_1> C Amin Amin7 Emin G7 Gadd13 Gadd9 G G7 Gadd13 G Gadd11 C,2016-07-29,'bubblegrunge' 'indie rock',2010.0,indie rock,artist_397,rock,4DIrkWC0q31IQ8FwCwPBzB,0aeq6izGKdpdcBUkXGCHXv
608,<verse_1> E Bmaj7 E Bmaj7 <verse_2> E Bmaj7 E Bmaj7 E Bmaj7,2022-05-06,'corrido' 'corridos tumbados' 'sad sierreno' 'sierreno',2020.0,,artist_398,,3qAJAUr7yc9bPDx4ESt6ND,0XeEobZplHxzM9QzFQWLiR
609,<verse_1> C F C F C F Amin <verse_2> C F C F C F Amin <chorus_1> F C F C F C Amin <verse_3> C F C F C F Amin <verse_4> C F C F C F Amin <chorus_2> F C F C F C Amin <verse_5> C F C F C F Amin Dmin Amin C G Dmin Amin C G Dmin Amin C G Dmin Amin C G <verse_6> C F C F Amin <chorus_3> F C F C F C Amin F C F C F C Amin C Amin,2017-06-16,'western americana',2010.0,,artist_399,,4OkaNzzmwWhOrn6TjpCvGp,1zj82yjzextpDit0LayNnJ
610,<intro_1> Fsmin A E Csmin <verse_1> Fsmin A E Csmin Fsmin A E Csmin Fsmin A E Csmin Fsmin A E Csmin <chorus_1> Fsmin D E Gsmin Fsmin D E Gsmin Fsmin D E Gsmin Fsmin D E Gsmin <verse_2> Fsmin A E Csmin Fsmin A E Csmin Fsmin A E Csmin Fsmin A E Csmin <chorus_2> Fsmin D E Gsmin Fsmin D E Gsmin Fsmin D E Gsmin Fsmin D E Gsmin <interlude_1> Fsmin D E Gsmin <bridge_1> Fsmin D E Gsmin <chorus_3> Fsmin D E Gsmin Fsmin D E Gsmin Fsmin D E Gsmin Fsmin D E Gsmin <outro_1> Fsmin D E Gsmin Fsmin D E,2023-02-10,'dance pop' 'metropopolis' 'pop' 'swedish electropop' 'swedish pop' 'swedish synthpop',2020.0,,artist_400,pop,164QjgWOxnSZYHQghRKeC0,4NHQUGzhtTLFvgF5SZesLK
611,<intro_1> Dmin F C G Dmin F C G Amin <verse_1> C G Dmin Amin C G Dmin Amin C G Amin C G <chorus_1> Dmin F C G Dmin F C G <verse_2> Amin C G Dmin Amin C G Dmin Amin C G <chorus_2> Dmin F C G Dmin F C G <bridge_1> Amin Dmin F C G Dmin F C G <chorus_3> Dmin F C G Dmin F C G Amin,2023-02-10,'alternative metal' 'nu metal' 'post-grunge' 'rap metal' 'rock',2020.0,rock,artist_401,metal,373gDROnujxNTFa1FojYIl,6XyY86QOPPrYVGvF9ch6wz
612,<verse_1> G F G F G D G F G D G <solo_1> F G F G D G F G D G <verse_2> F G F G D G F G D G <solo_2> F G F G D G F G D G <verse_3> F G F G D G F G D G <solo_3> F G F G D G F G D G <verse_4> F G F G D G F G D G F G Bb G,1987-01-01,'banjo' 'bluegrass' 'instrumental bluegrass',1980.0,,artist_402,,6Bbb6HX4Ck3dw8F4NaNWTc,60PxSDzeNfdNALOPi5oe7b
613,<verse_1> G C Emin D G C Emin D G C Emin D G C Emin D <chorus_1> C Emin D C Emin D C Emin D Emin D C D <verse_2> G C Emin D G C Emin D G C Emin D G C Emin D <chorus_2> C Emin D C Emin D C Emin D Emin D C D C D <verse_3> G C Emin D G C Emin D G C Emin D G C Emin D <bridge_1> C D Emin D C G D Emin D C G D Emin D C D <chorus_3> C Emin D C Emin D C Emin D Emin D C D C D,2008-12-30,'acoustic pop',2000.0,,artist_403,pop,3LRyDXvrjzpLXYAFw78d0R,5jbP6txZCMe5l7QLZ1pmJ3
614,<intro_1> G Amin C F C <verse_1> G Amin C F C G Amin C F C <chorus_1> Amin C G F Amin C G F Amin C G F Amin C G <bridge_1> Emin D C Emin D C Emin D C Emin D C <solo_1> Emin Amin C F C Emin Amin C F C <chorus_2> Amin C G F Amin C G F Amin C G F Amin C G <bridge_2> Emin D C Emin D C Emin D C Emin D C <outro_1> Emin D C Emin D C Emin D C Emin D C,,,,,,,,
615,<intro_1> B Gsmin A E Fs <verse_1> B Gsmin A E Fs B Gsmin A E Fs E Fs Dsmin E Fs <chorus_1> Dsmin B Gsmin A E Fs B Gsmin A E Fs <verse_2> B Gsmin A E Fs B Gsmin A E Fs E Fs Dsmin E Fs <chorus_2> Dsmin B Gsmin A E Fs B Gsmin A E Fs <bridge_1> E Fs Dsmin E Fs Dsmin E Fs Dsmin E Fs <chorus_3> E Fs Dsmin E Fs Dsmin E Fs E Fs Dsmin <outro_1> E Fs Dsmin,2023-02-09,,2020.0,,artist_404,,6AF3BaBegL6ROl394Jx0nG,3Vl9fyKMIdLMswk8ai3mm9
616,<intro_1> D A G A <verse_1> D A G A D A G A D A Bmin G A G A D A G A D A G A D A G A D A Bmin G A G A D G Gmin D D7 G Gmin D G A D A G A D A G A D A Bmin G A G A D A G A D A G A D A Bmin G A G A D G Gmin D D7 G Gmin D G A D A G A D A G A D A Bmin G A G A D G A D A G A,,'contemporary country' 'country road' 'modern country rock',,modern country rock,artist_405,country,,0q2lY1ZzFckzciuoMtUvck
